销售日期,年,月,区域,城市,连锁总部,门店,商品名称,通用名,规格,生产企业,数量,单位,单价(元),金额(元),有效期
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,13.0,13.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,6.0,盒,74.0,444.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店358675365,银杏叶片（薄膜衣）,银杏叶片（薄膜衣）,9.6mgX36S,扬子江药业集团有限公司,3.0,盒,28.0,84.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3587846125,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3587846125,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,2.0,盒,20.0,40.0,2027-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3587846125,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,3.0,盒,74.0,222.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3601922648,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3605591698,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,11.0,11.0,2027-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3605591698,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,25.0,25.0,2027-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3641567920,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mgx12片,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,11.0,11.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店364645553,TG2枸地氯雷他定片（贝雪）,,8.8MG*5S,扬子江药业集团广州海瑞药业有限公司,2.0,盒,60.0,120.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3678776817,马来酸依那普利片（依苏）,马来酸依那普利片（依苏）,5mg×16s,扬子江药业集团江苏制药股份有限公司,4.0,盒,5.0,20.0,2027-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3678776817,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3678776817,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3688758167,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,63.0,63.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3688758167,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,2.0,盒,63.0,126.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3688758167,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,63.0,63.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店369425163,格列吡嗪缓释片（秦苏）,格列吡嗪缓释片（秦苏）,5mgx24片,扬子江药业集团有限公司,1.0,盒,17.0,17.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店370194665,TG1苏黄止咳胶囊（扬子江）,,0.45g*9s,扬子江药业集团,1.0,盒,38.0,38.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店370194665,TG1苏黄止咳胶囊（扬子江）,,0.45g*9s,扬子江药业集团,2.0,盒,38.0,76.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店370194665,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,1.0,盒,52.9,52.9,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店3705254367,TG1散风通窍滴丸（扬子江）,,20丸*5袋,扬子江药业集团有限公司,2.0,盒,98.0,196.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店3705254367,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,2.0,盒,74.0,148.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店3705254367,TG2枸地氯雷他定片（贝雪）,,8.8MG*5S,扬子江药业集团广州海瑞药业有限公司,1.0,盒,60.0,60.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3706487689,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,34.0,34.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3713511251,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,63.0,63.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3752205844,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,27.0,27.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3752205844,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,10.0,10.0,2027-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3752205844,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,36.0,36.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3783272989,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3792124547,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店380060194,G0胃苏颗粒(无糖型)（扬子江）,,5g*9s,扬子江药业集团江苏制药股份有限公,1.0,盒,15.82,15.82,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店380060194,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,2.0,盒,74.0,148.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店380199385,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,2.0,盒,24.0,48.0,2027-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3816736518,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,10ml*9支,扬子江药业集团有限公司,1.0,盒,52.0,52.0,2026-02-28
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3826115482,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3826115482,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,291.0,291.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3843816850,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3862066019,马来酸依那普利片（依苏）,马来酸依那普利片（依苏）,10mg×16s,扬子江药业集团江苏制药股份有限公司,1.0,盒,8.0,8.0,2027-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3913105103,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3913105103,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3913105103,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,16.0,16.0,2027-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3913105103,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,13.0,13.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3913105103,生脉饮,生脉饮,10ml*30支,扬子江药业集团江苏龙凤堂中药有限公司,3.0,盒,288.0,864.0,2026-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店3914951125,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,1.0,盒,52.9,52.9,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店3914951125,G0罗红霉素胶囊（扬子江）,,0.15g*12s,扬子江药业集团有限公司,1.0,盒,16.7,16.7,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店3914951125,TG1苏黄止咳胶囊（扬子江）,,0.45g*9s,扬子江药业集团,2.0,盒,38.0,76.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店3914951125,TG1苏黄止咳胶囊（扬子江）,,0.45g*9s,扬子江药业集团,2.0,盒,38.0,76.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3928884402,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,25.0,25.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3968569778,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,52.0,52.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3968569778,甲钴胺胶囊（奇信）,甲钴胺胶囊（奇信）,0.5mgx50s,扬子江药业集团南京海陵药业有限公司,1.0,盒,29.0,29.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3968569778,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,35.0,35.0,2027-05-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店3971591960,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,2.0,盒,18.0,36.0,2026-10-31
2025-03-30,2025,3,区域2548513671,,连锁总部1380472851,门店4005350630,(G)(F)(依苏)(护佑)马来酸依那普利片,,10mg*8片/板*2板/盒（10mg）(大),扬子江药业集团江苏制药股份有限公司,2.0,盒,25.0,50.0,
2025-03-30,2025,3,区域2548513671,,连锁总部1380472851,门店4005350630,(G)(F)(护佑)(扬子江)(苏黄)苏黄止咳胶囊,,0.45g*24粒（每粒装0.45g）（大）,扬子江药业集团北京海燕药业有限公司,2.0,盒,97.6,195.2,
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4015908252,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,15.0,15.0,2027-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4050341976,苏黄止咳胶囊,苏黄止咳胶囊,0.45gx9粒,扬子江药业集团北京海燕药业有限公司,1.0,盒,38.0,38.0,2026-01-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4050341976,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,39.0,39.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店405608547,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店4109437832,TG2黄芪精（扬子江）,,10ML*30支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,178.2,178.2,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店4109437832,TG2黄芪精（扬子江）,,10ML*30支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,119.19,119.19,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4110244604,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,2.0,盒,74.0,148.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4110244604,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,54.0,54.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4110244604,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,31.0,31.0,2026-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4147628987,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,22.0,22.0,2027-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4147628987,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4155145765,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4155145765,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,16.0,16.0,2027-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4155145765,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4155145765,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,-1.0,盒,70.0,-70.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4173221632,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4173221632,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,18.0,18.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4173221632,头孢丙烯片（元锐）（薄膜衣片）,头孢丙烯片（元锐）（薄膜衣片）,0.25gx10片,扬子江药业集团有限公司,1.0,盒,31.0,31.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4173221632,头孢丙烯片（元锐）（薄膜衣片）,头孢丙烯片（元锐）（薄膜衣片）,0.25gx10片,扬子江药业集团有限公司,1.0,盒,31.0,31.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店417932193,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店417932193,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店42063740,甲钴胺胶囊（奇信）,甲钴胺胶囊（奇信）,0.5mgx50s,扬子江药业集团南京海陵药业有限公司,2.0,盒,27.0,54.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店42063740,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,15.0,15.0,2027-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店42063740,马来酸依那普利片（依苏）,马来酸依那普利片（依苏）,5mg×16s,扬子江药业集团江苏制药股份有限公司,2.0,盒,5.0,10.0,2027-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店42063740,头孢丙烯片（元锐）（薄膜衣片）,头孢丙烯片（元锐）（薄膜衣片）,0.25gx10片,扬子江药业集团有限公司,1.0,盒,34.0,34.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店4212242124,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,1.0,盒,74.0,74.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店4212242124,TG1荜铃胃痛颗粒（扬子江）,,5g*9s,扬子江药业集团江苏制药股份有限公司,1.0,盒,53.6,53.6,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部522934151,门店4212242124,TG2枸地氯雷他定片（贝雪）,,8.8MG*5S,扬子江药业集团广州海瑞药业有限公司,1.0,盒,60.0,60.0,1970-01-01
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4221542839,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,63.0,63.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4231562858,盐酸左氧氟沙星胶囊（左克）,盐酸左氧氟沙星胶囊（左克）,0.1g×12s,扬子江药业集团有限公司,2.0,盒,7.0,14.0,2027-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4231562858,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,36.0,36.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4231562858,生脉饮,生脉饮,10ml*30支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,252.0,504.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4233508059,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-06-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店424090081,马来酸依那普利片（依苏）,马来酸依那普利片（依苏）,10mg×16s,扬子江药业集团江苏制药股份有限公司,1.0,盒,8.0,8.0,2027-03-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店424090081,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,13.0,13.0,2026-11-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4254545994,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4261175622,头孢丙烯片（元锐）（薄膜衣片）,头孢丙烯片（元锐）（薄膜衣片）,0.25gx10片,扬子江药业集团有限公司,1.0,盒,28.0,28.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4261175622,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,-2.0,盒,291.0,-582.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4261175622,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4261175622,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,27.0,27.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4261175622,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,66.0,66.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4261175622,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,291.0,582.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4261175622,头孢丙烯片（元锐）（薄膜衣片）,头孢丙烯片（元锐）（薄膜衣片）,0.25gx10片,扬子江药业集团有限公司,1.0,盒,25.0,25.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店4291333237,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,2.0,盒,74.0,148.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店460700528,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,2.0,盒,16.0,32.0,2027-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店460700528,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,291.0,291.0,2026-09-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,甲钴胺胶囊（奇信）,甲钴胺胶囊（奇信）,0.5mgx50s,扬子江药业集团南京海陵药业有限公司,1.0,盒,44.0,44.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,59.0,59.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,24.0,24.0,2027-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,银杏叶片（依康宁）,银杏叶片（依康宁）,每片含总黄酮醇苷19.2mg、萜类内酯4.8mg *84片,扬子江药业集团有限公司,1.0,盒,76.0,76.0,2026-02-28
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,56.0,112.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,2.0,盒,59.0,118.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,甲钴胺胶囊（奇信）,甲钴胺胶囊（奇信）,0.5mgx50s,扬子江药业集团南京海陵药业有限公司,2.0,盒,34.0,68.0,2026-07-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,59.0,59.0,2026-04-30
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,2.0,盒,18.0,36.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,56.0,112.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店467278010,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,22.0,22.0,2027-08-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店498878982,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-10-31
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店498878982,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-30,2025,3,区域2548513671,,连锁总部1380472851,门店507869507,(S)(G)(F)(护佑)(贝雪)枸地氯雷他定片,,8.8mgX5片/板X1板/盒,,3.0,盒,58.0,174.0,
2025-03-30,2025,3,区域2548513671,,连锁总部1380472851,门店507869507,(G)(F)(唐林)(护佑)依帕司他片,,50mg*(9片*2板/盒),扬子江药业集团南京海陵药业有限公司,3.0,盒,58.0,174.0,
2025-03-30,2025,3,区域2548513671,,连锁总部1380472851,门店507869507,(G)(F)(唐林)(护佑)依帕司他片,,50mg*(9片*2板/盒),扬子江药业集团南京海陵药业有限公司,4.0,盒,58.0,232.0,
2025-03-30,2025,3,区域1686919203,,连锁总部738998451,门店528785186,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,62.0,62.0,2026-07-31
