业务日期,年,月,省份,城市,客户类型,供应商,门店,商品名称,规格,数量(盒),单价(元),金额(元),有效期
2025-05-29,2025,5,广东省,佛山市,连锁总部,供应商925931529,门店736858997,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,4,23.5,94.0,2027-11-30
2025-05-29,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店1546029418,富马酸卢帕他定片,10mg\5片x200盒,2,108.0,216.0,2026-09-30
2025-05-29,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店2850821615,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,37.9,75.8,2026-12-31
2025-05-29,2025,5,江苏省,南京市,连锁总部,供应商138934222,门店2982167448,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,3,38.0,114.0,2026-12-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店600832966,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,-1,38.0,-38.0,2026-03-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2089085860,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店3191747312,荜铃胃痛颗粒,每袋相当于饮片20克\6袋/盒x90盒,1,39.8,39.8,2027-05-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2105050697,氨氯地平贝那普利片(Ⅰ),12.5mg\7片/板×1板/盒x200盒,6,47.3,283.8,2026-11-30
2025-05-29,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店4128089487,盐酸左氧氟沙星胶囊,0.1g\12粒/板×1板/盒x200盒,1,11.2,11.2,2027-10-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店1117105374,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,3,24.8,74.4,2028-01-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3010526658,富马酸卢帕他定片,10mg\5片x200盒,2,95.0,190.0,2026-09-30
2025-05-29,2025,5,广东省,佛山市,连锁总部,供应商925931529,门店952697055,黄芪精,每支装10ml\60支/盒x8盒,3,398.0,1194.0,2026-09-30
2025-05-29,2025,5,天津市,天津市,连锁总部,供应商1848865237,门店3915522791,黄芪精,每支装10ml\60支/盒x8盒,1,388.0,388.0,2026-07-31
2025-05-29,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店1945019948,香芍颗粒,每袋装4g\3袋/盒x150盒,2,55.5,111.0,2026-11-30
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店2521233292,蓝芩口服液,每支装10ml\7支/盒x80盒,3,49.8,149.4,2026-05-31
2025-05-29,2025,5,江苏省,镇江市,连锁总部,供应商138934222,门店3012762066,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,5,38.0,190.0,2026-12-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店624357821,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,8,66.9,535.2,2026-05-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店01786479,散风通窍滴丸,每20丸重0.76g\20丸/袋×3袋/盒x100盒,2,59.0,118.0,2025-11-30
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2313981624,黄芪精,每支装10ml\60支/盒x8盒,-2,388.0,-776.0,2026-07-31
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店1891111914,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,3,55.0,165.0,2026-11-30
2025-05-29,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店1040316471,厄贝沙坦片,0.075g\12片/板×2板/盒x200盒,3,25.0,75.0,2026-10-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2050760281,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,38.0,76.0,2026-12-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1616797230,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,18,38.0,684.0,2026-03-31
2025-05-29,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店885503751,苯磺酸氨氯地平片,5mg\14片/板×2板/盒x200盒,2,29.8,59.6,2027-12-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店3837299542,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,5,32.28,161.4,2026-08-31
2025-05-29,2025,5,江苏省,连云港市,连锁总部,供应商138934222,门店159007918,黄芪精,每支装10ml\60支/盒x8盒,-2,388.0,-776.0,2026-08-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2752372222,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,1,38.0,38.0,2026-03-31
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2565264994,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,3,78.0,234.0,2027-01-31
2025-05-29,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店591930593,厄贝沙坦片,0.075g\12片/板×2板/盒x200盒,3,25.0,75.0,2026-10-31
2025-05-29,2025,5,江苏省,苏州市,连锁总部,供应商138934222,门店2697274796,散风通窍滴丸,每20丸重0.76g\20丸/袋×5袋/盒x100盒,1,98.0,98.0,2025-12-31
2025-05-29,2025,5,广东省,佛山市,连锁总部,供应商925931529,门店1651060054,黄芪精,每支装10ml\60支/盒x8盒,-4,398.0,-1592.0,2026-09-30
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2094916285,荜铃胃痛颗粒,每袋相当于饮片20克\5g×9袋/盒x60盒,1,66.2,66.2,2027-07-31
2025-05-29,2025,5,江苏省,南京市,连锁总部,供应商138934222,门店1722353997,兰索拉唑肠溶片,15mg\14片x200盒,3,42.8,128.4,2026-10-31
2025-05-29,2025,5,山东省,青岛市,连锁总部,供应商1843859073,门店2785288955,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,5,9.8,49.0,2027-11-30
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店1367178051,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,2,78.0,156.0,2027-01-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店1758115126,苯磺酸氨氯地平片,5mg\14片/板×2板/盒x200盒,-2,36.0,-72.0,2026-07-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店3182638378,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,55.0,110.0,2027-03-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店2267051312,蓝芩口服液,每支装10ml\7支/盒x80盒,5,49.8,249.0,2026-05-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2978686735,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,21,38.0,798.0,2026-03-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店289997663,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,60.8,121.6,2026-10-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店3759949696,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,13,66.9,869.7,2026-05-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店3674692198,百乐眠胶囊,0.27g\24粒/瓶×1瓶/盒x200盒,2,43.8,87.6,2026-12-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店2167971361,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,2,23.5,47.0,2027-11-30
2025-05-29,2025,5,广东省,东莞市,连锁总部,供应商2146400823,门店2767252242,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,2,8.9,17.8,2027-12-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2769084344,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,1,24.8,24.8,2028-01-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店1301949516,甲钴胺胶囊,0.5mg\50粒/瓶×1瓶/盒x100盒,-1,40.0,-40.0,2025-12-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店4109627352,蓝芩口服液,每支装10ml\7支/盒x80盒,12,49.8,597.6,2026-05-31
2025-05-29,2025,5,四川省,德阳市,连锁总部,供应商1482740674,门店4242459824,蓝芩口服液,每支装10ml\7支/盒x80盒,2,49.8,99.6,2026-05-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店2872291003,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,10,38.0,380.0,2026-03-31
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店3319773308,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,-8,8.9,-71.2,2027-10-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店1977256034,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,8,50.94,407.52,2026-11-30
2025-05-29,2025,5,江苏省,南京市,连锁总部,供应商138934222,门店1410363987,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,6,38.0,228.0,2026-12-31
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店828550219,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,2,29.9,59.8,2027-12-31
2025-05-29,2025,5,湖北省,武汉市,连锁总部,供应商3281147653,门店600832966,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,-1,38.0,-38.0,2026-03-31
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店3610109680,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,3,39.8,119.4,2026-12-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店1857913632,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,3,26.8,80.4,2027-11-30
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店1758115126,黄芪精,每支装10ml\60支/盒x8盒,-7,388.0,-2716.0,2026-07-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店422211265,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,8,62.93,503.44,2027-01-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店3014024001,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,32.28,64.56,2026-08-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店348423963,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,3,55.0,165.0,2026-07-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店3620516637,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,32.28,64.56,2026-08-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店2428943879,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,3,32.28,96.84,2026-08-31
2025-05-29,2025,5,广东省,佛山市,连锁总部,供应商925931529,门店2943667592,黄芪精,每支装10ml\60支/盒x8盒,4,398.0,1592.0,2026-09-30
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店2536790160,蓝芩口服液,每支装10ml\7支/盒x80盒,3,49.8,149.4,2026-05-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店1444198687,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,2,62.93,125.86,2027-01-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店995084155,胃苏颗粒,每袋装15克\9袋/盒x60盒,3,36.0,108.0,2027-08-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店3938551235,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,2,23.5,47.0,2027-11-30
2025-05-29,2025,5,浙江省,台州市,连锁总部,供应商429658452,门店1982673784,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,7,50.94,356.58,2026-11-30
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2240757482,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,3,78.0,234.0,2026-04-30
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店378525312,马来酸依那普利片,10mg\8片/板×2板/盒x200盒,10,8.93,89.3,2027-12-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店2469572405,黄芪精,每支装10ml\60支/盒x8盒,13,398.0,5174.0,2026-09-30
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店3625780289,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,4,55.0,220.0,2027-03-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店456407183,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,2,78.0,156.0,2026-05-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2094916285,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,60.8,121.6,2026-10-31
2025-05-29,2025,5,广东省,佛山市,连锁总部,供应商925931529,门店3270683984,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,5,76.0,380.0,2027-01-31
2025-05-29,2025,5,四川省,眉山市,连锁总部,供应商1482740674,门店3970521454,氯沙坦钾片,50mg\7片/板×1板/盒x200盒,1,35.0,35.0,2027-01-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店1117105374,苯磺酸氨氯地平片,5mg\14片/板×2板/盒x200盒,10,35.3,353.0,2027-11-30
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2674908403,黄芪精,每支装10ml\30支/盒x12盒,-3,225.0,-675.0,2025-07-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店3742520227,马来酸依那普利片,5mg\8片/板×2板/盒x300盒,2,5.8,11.6,2027-10-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店1765406474,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,2,62.93,125.86,2027-01-31
2025-05-29,2025,5,广东省,惠州市,连锁总部,供应商2146400823,门店3838272908,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,1,39.8,39.8,2026-12-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店290620366,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,5,55.0,275.0,2027-03-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店2289511821,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,55.0,110.0,2027-03-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店1355375101,头孢丙烯片,0.25g\10片/瓶×1瓶/盒x160盒,3,30.2,90.6,2026-11-30
2025-05-29,2025,5,江苏省,南京市,连锁总部,供应商2211188622,门店1206239358,富马酸卢帕他定片,10mg\5片x200盒,4,90.0,360.0,2026-09-30
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2158336635,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,58.6,117.2,2026-09-30
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店1975676876,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,1,65.0,65.0,2026-11-30
2025-05-29,2025,5,四川省,德阳市,连锁总部,供应商1482740674,门店449401303,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,3,26.8,80.4,2027-11-30
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店3756431096,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,55.0,110.0,2027-03-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店3729092455,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,58.6,117.2,2026-09-30
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店3469953445,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,4,39.8,159.2,2026-12-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店576959173,荜铃胃痛颗粒,每袋相当于饮片20克\5g×9袋/盒x60盒,2,66.2,132.4,2027-07-31
2025-05-29,2025,5,广东省,佛山市,连锁总部,供应商925931529,门店4021837102,蓝芩口服液,每支装10ml\7支/盒x80盒,10,45.5,455.0,2026-05-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店2151043326,荜铃胃痛颗粒,每袋相当于饮片20克\6袋/盒x90盒,1,39.8,39.8,2027-07-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店2016137577,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,2,23.5,47.0,2027-11-30
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店1615166977,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,3,39.8,119.4,2026-12-31
2025-05-29,2025,5,浙江省,台州市,连锁总部,供应商429658452,门店1653064085,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,8,50.94,407.52,2026-11-30
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店399088817,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,58.6,117.2,2026-09-30
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店4113158069,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,55.0,110.0,2026-11-30
2025-05-29,2025,5,广东省,惠州市,连锁总部,供应商2146400823,门店2307939724,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,1,78.0,78.0,2027-01-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店3140129148,头孢丙烯片,0.25g\10片/瓶×1瓶/盒x160盒,2,30.2,60.4,2026-11-30
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店3756730208,胃苏颗粒,每袋装5克\12袋/盒x60盒,2,30.85,61.7,2027-02-28
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店1975676876,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,2,23.5,47.0,2027-11-30
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店2706413425,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,5,66.9,334.5,2026-05-31
2025-05-29,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店84039936,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,10,38.0,380.0,2026-12-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店849327525,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,3,70.5,211.5,2026-10-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店4087109030,蓝芩口服液,每支装10ml\7支/盒x80盒,5,49.8,249.0,2026-05-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店3410968478,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,2,62.93,125.86,2027-01-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店517885887,黄芪精,每支装10ml\60支/盒x8盒,1,398.0,398.0,2026-09-30
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店448011753,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,4,50.94,203.76,2026-11-30
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店1831163944,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,32.28,64.56,2026-12-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店520404038,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,10,66.9,669.0,2026-05-31
2025-05-29,2025,5,辽宁省,大连市,连锁总部,供应商22150743,门店1244977771,盐酸左氧氟沙星胶囊,0.1g\12粒/板×1板/盒x200盒,1,11.2,11.2,2027-10-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店520404038,依帕司他片,50mg\9片/板×2板/盒x300盒,2,69.6,139.2,2027-08-31
2025-05-29,2025,5,广东省,中山市,连锁总部,供应商925931529,门店1690325984,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,5,76.0,380.0,2027-01-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2763119883,盐酸左氧氟沙星胶囊,0.1g\12粒/板×1板/盒x200盒,2,10.4,20.8,2027-11-30
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店4049500911,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,3,39.8,119.4,2026-12-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店1784795928,依帕司他片,50mg\9片/板×2板/盒x300盒,2,69.6,139.2,2027-08-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店1909438973,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,39.8,79.6,2026-12-31
2025-05-29,2025,5,天津市,天津市,连锁总部,供应商1848865237,门店4108453019,黄芪精,每支装10ml\60支/盒x8盒,2,388.0,776.0,2026-07-31
2025-05-29,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店1916156530,荜铃胃痛颗粒,每袋相当于饮片20克\5g×9袋/盒x60盒,1,53.6,53.6,2028-01-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店2914456686,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,3,62.93,188.79,2027-01-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店3726743527,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,5,50.94,254.7,2026-11-30
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店1015431889,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,60.8,121.6,2026-10-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店832719636,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,1,58.6,58.6,2026-09-30
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店1160417876,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,1,55.0,55.0,2026-07-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店3154987742,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,32.28,64.56,2026-08-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店290620366,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,1,33.6,33.6,2027-11-30
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店1444198687,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,32.28,64.56,2026-08-31
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店3563246782,胃苏颗粒,每袋装5克(无蔗糖)\9袋/盒x60盒,3,29.9,89.7,2027-12-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店3883824009,黄芪精,每支装10ml\60支/盒x8盒,2,398.0,796.0,2026-09-30
2025-05-29,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店2190671745,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,1,59.8,59.8,2026-11-30
2025-05-29,2025,5,广东省,深圳市,连锁总部,供应商2146400823,门店2674908403,黄芪精,每支装10ml\30支/盒x12盒,-2,225.0,-450.0,2025-07-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店4057760102,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,1,62.93,62.93,2027-01-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店2313981624,富马酸卢帕他定片,10mg\5片x200盒,1,108.0,108.0,2026-09-30
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店215118381,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×12支/盒x40盒,3,70.5,211.5,2026-10-31
2025-05-29,2025,5,四川省,成都市,连锁总部,供应商1482740674,门店528602115,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,49.8,99.6,2026-09-30
2025-05-29,2025,5,江苏省,南京市,连锁总部,供应商2211188622,门店1086996499,苯磺酸氨氯地平片,5mg\14片/板×2板/盒x200盒,1,29.3,29.3,2027-12-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店3011521356,蓝芩口服液,每1毫升相当于饮片2.12克\10ml/支×9支/盒x80盒,2,60.8,121.6,2026-10-31
2025-05-29,2025,5,浙江省,宁波市,连锁总部,供应商429658452,门店1023308724,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,3,32.28,96.84,2026-08-31
2025-05-29,2025,5,江苏省,南京市,连锁总部,供应商2211188622,门店1795658712,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,20,38.0,760.0,2026-12-31
2025-05-29,2025,5,浙江省,台州市,连锁总部,供应商429658452,门店1955263494,苏黄止咳胶囊,每粒装0.45g\9粒/板×1板/袋×1袋/盒x240盒,2,32.28,64.56,2026-08-31
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店1477663891,荜铃胃痛颗粒,每袋相当于饮片20克\6袋/盒x90盒,1,39.8,39.8,2027-05-31
2025-05-29,2025,5,江苏省,常州市,连锁总部,供应商3826500444,门店3197694880,罗红霉素胶囊,150mg\12粒/板×1板/盒x200盒,6,23.5,141.0,2027-11-30
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店1997207730,苏黄止咳胶囊,每粒装0.45g\9粒/板×2板/袋×1袋/盒x240盒,6,76.0,456.0,2027-01-31
2025-05-29,2025,5,江苏省,无锡市,连锁总部,供应商3851299560,门店1118481588,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,59.8,119.6,2026-11-30
2025-05-29,2025,5,广东省,广州市,连锁总部,供应商925931529,门店2297338594,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,55.0,110.0,2027-03-31
2025-05-29,2025,5,上海市,上海市,连锁总部,供应商2057597640,门店1083530579,枸地氯雷他定片,8.8mg\5片/板×1板/盒x200盒,2,58.6,117.2,2026-09-30
